,geom_ids,species_id,species__smiles,species__componentcount
84,416487332,5387528,COCCOCCOCCOC,0
85,416487333,5387528,COCCOCCOCCOC,0
86,416487334,5387528,COCCOCCOCCOC,0
87,416487335,5387528,COCCOCCOCCOC,0
88,416487336,5387528,COCCOCCOCCOC,0
89,416487337,5387528,COCCOCCOCCOC,0
90,416487338,5387528,COCCOCCOCCOC,0
91,416487339,5387528,COCCOCCOCCOC,0
92,416487340,5387528,COCCOCCOCCOC,0
93,416487341,5387528,COCCOCCOCCOC,0
94,416487342,5387528,COCCOCCOCCOC,0
95,416487343,5387528,COCCOCCOCCOC,0
96,416487344,5387528,COCCOCCOCCOC,0
97,416487345,5387528,COCCOCCOCCOC,0
98,416487346,5387528,COCCOCCOCCOC,0
99,416487347,5387528,COCCOCCOCCOC,0
100,416487348,5387528,COCCOCCOCCOC,0
101,416487349,5387528,COCCOCCOCCOC,0
102,416487350,5387528,COCCOCCOCCOC,0
103,416487351,5387528,COCCOCCOCCOC,0
104,416487352,5387528,COCCOCCOCCOC,0
105,416487353,5387528,COCCOCCOCCOC,0
106,416487354,5387528,COCCOCCOCCOC,0
107,416487355,5387528,COCCOCCOCCOC,0
108,416487356,5387528,COCCOCCOCCOC,0
109,416487357,5387528,COCCOCCOCCOC,0
110,416487358,5387528,COCCOCCOCCOC,0
111,416487359,5387528,COCCOCCOCCOC,0
112,416487360,5387528,COCCOCCOCCOC,0
113,416487361,5387528,COCCOCCOCCOC,0
114,416487362,5387528,COCCOCCOCCOC,0
115,416487363,5387528,COCCOCCOCCOC,0
116,416487364,5387528,COCCOCCOCCOC,0
117,416487365,5387528,COCCOCCOCCOC,0
118,416487366,5387528,COCCOCCOCCOC,0
119,416487367,5387528,COCCOCCOCCOC,0
120,416487368,5387528,COCCOCCOCCOC,0
121,416487369,5387528,COCCOCCOCCOC,0
122,416487370,5387528,COCCOCCOCCOC,0
123,416487371,5387528,COCCOCCOCCOC,0
124,416487372,5387528,COCCOCCOCCOC,0
125,416487373,5387528,COCCOCCOCCOC,0
126,416487374,5387528,COCCOCCOCCOC,0
127,416487375,5387528,COCCOCCOCCOC,0
128,416487376,5387528,COCCOCCOCCOC,0
129,416487377,5387528,COCCOCCOCCOC,0
130,416487378,5387528,COCCOCCOCCOC,0
131,416487379,5387528,COCCOCCOCCOC,0
132,416487380,5387528,COCCOCCOCCOC,0
133,416487381,5387528,COCCOCCOCCOC,0
134,416487382,5387528,COCCOCCOCCOC,0
135,416487383,5387528,COCCOCCOCCOC,0
136,416487384,5387528,COCCOCCOCCOC,0
137,416487385,5387528,COCCOCCOCCOC,0
138,416487386,5387528,COCCOCCOCCOC,0
139,416487387,5387528,COCCOCCOCCOC,0
140,416487388,5387528,COCCOCCOCCOC,0
141,416487389,5387528,COCCOCCOCCOC,0
142,416487390,5387528,COCCOCCOCCOC,0
143,416487391,5387528,COCCOCCOCCOC,0
144,416487392,5387528,COCCOCCOCCOC,0
145,416487393,5387528,COCCOCCOCCOC,0
146,416487394,5387528,COCCOCCOCCOC,0
147,416487395,5387528,COCCOCCOCCOC,0
148,416487396,5387528,COCCOCCOCCOC,0
149,416487397,5387528,COCCOCCOCCOC,0
150,416487398,5387528,COCCOCCOCCOC,0
151,416487399,5387528,COCCOCCOCCOC,0
152,416487400,5387528,COCCOCCOCCOC,0
153,416487401,5387528,COCCOCCOCCOC,0
154,416487402,5387528,COCCOCCOCCOC,0
155,416487403,5387528,COCCOCCOCCOC,0
156,416487404,5387528,COCCOCCOCCOC,0
157,416487405,5387528,COCCOCCOCCOC,0
158,416487406,5387528,COCCOCCOCCOC,0
159,416487407,5387528,COCCOCCOCCOC,0
160,416487408,5387528,COCCOCCOCCOC,0
161,416487409,5387528,COCCOCCOCCOC,0
162,416487410,5387528,COCCOCCOCCOC,0
163,416487411,5387528,COCCOCCOCCOC,0
164,416487412,5387528,COCCOCCOCCOC,0
165,416487413,5387528,COCCOCCOCCOC,0
166,416487414,5387528,COCCOCCOCCOC,0
167,416487415,5387528,COCCOCCOCCOC,0
168,416487416,5387528,COCCOCCOCCOC,0
169,416487417,5387528,COCCOCCOCCOC,0
170,416487418,5387528,COCCOCCOCCOC,0
171,416487419,5387528,COCCOCCOCCOC,0
172,416487420,5387528,COCCOCCOCCOC,0
173,416487421,5387528,COCCOCCOCCOC,0
174,416487422,5387528,COCCOCCOCCOC,0
175,416487423,5387528,COCCOCCOCCOC,0
176,416487424,5387528,COCCOCCOCCOC,0
177,416487425,5387528,COCCOCCOCCOC,0
178,416487426,5387528,COCCOCCOCCOC,0
179,416487427,5387528,COCCOCCOCCOC,0
180,416487428,5387528,COCCOCCOCCOC,0
181,416487429,5387528,COCCOCCOCCOC,0
182,416487430,5387528,COCCOCCOCCOC,0
183,416487431,5387528,COCCOCCOCCOC,0
184,416487432,5387528,COCCOCCOCCOC,0
185,416487433,5387528,COCCOCCOCCOC,0
186,416487434,5387528,COCCOCCOCCOC,0
187,416487435,5387528,COCCOCCOCCOC,0
188,416487436,5387528,COCCOCCOCCOC,0
189,416487437,5387528,COCCOCCOCCOC,0
190,416487438,5387528,COCCOCCOCCOC,0
191,416487439,5387528,COCCOCCOCCOC,0
192,416487440,5387528,COCCOCCOCCOC,0
193,416487441,5387528,COCCOCCOCCOC,0
194,416487442,5387528,COCCOCCOCCOC,0
195,416487443,5387528,COCCOCCOCCOC,0
196,416487444,5387528,COCCOCCOCCOC,0
197,416487445,5387528,COCCOCCOCCOC,0
198,416487446,5387528,COCCOCCOCCOC,0
199,416487447,5387528,COCCOCCOCCOC,0
200,416487448,5387528,COCCOCCOCCOC,0
201,416487449,5387528,COCCOCCOCCOC,0
202,416487450,5387528,COCCOCCOCCOC,0
203,416487451,5387528,COCCOCCOCCOC,0
204,416487452,5387528,COCCOCCOCCOC,0
205,416487453,5387528,COCCOCCOCCOC,0
206,416487454,5387528,COCCOCCOCCOC,0
207,416487455,5387528,COCCOCCOCCOC,0
208,416487456,5387528,COCCOCCOCCOC,0
209,416487457,5387528,COCCOCCOCCOC,0
210,416487458,5387528,COCCOCCOCCOC,0
211,416487459,5387528,COCCOCCOCCOC,0
212,416487460,5387528,COCCOCCOCCOC,0
213,416487461,5387528,COCCOCCOCCOC,0
214,416487462,5387528,COCCOCCOCCOC,0
215,416487463,5387528,COCCOCCOCCOC,0
216,416487464,5387528,COCCOCCOCCOC,0
217,416487465,5387528,COCCOCCOCCOC,0
218,416487466,5387528,COCCOCCOCCOC,0
219,416487467,5387528,COCCOCCOCCOC,0
220,416487468,5387528,COCCOCCOCCOC,0
221,416487469,5387528,COCCOCCOCCOC,0
222,416487470,5387528,COCCOCCOCCOC,0
223,416487471,5387528,COCCOCCOCCOC,0
224,416487472,5387528,COCCOCCOCCOC,0
225,416487473,5387528,COCCOCCOCCOC,0
226,416487474,5387528,COCCOCCOCCOC,0
227,416487475,5387528,COCCOCCOCCOC,0
228,416487476,5387528,COCCOCCOCCOC,0
229,416487477,5387528,COCCOCCOCCOC,0
230,416487478,5387528,COCCOCCOCCOC,0
231,416487479,5387528,COCCOCCOCCOC,0
232,416487480,5387528,COCCOCCOCCOC,0
233,416487481,5387528,COCCOCCOCCOC,0
234,416487482,5387528,COCCOCCOCCOC,0
235,416487483,5387528,COCCOCCOCCOC,0
236,416487484,5387528,COCCOCCOCCOC,0
237,416487485,5387528,COCCOCCOCCOC,0
238,416487486,5387528,COCCOCCOCCOC,0
239,416487487,5387528,COCCOCCOCCOC,0
240,416487488,5387528,COCCOCCOCCOC,0
241,416487489,5387528,COCCOCCOCCOC,0
242,416487490,5387528,COCCOCCOCCOC,0
243,416487491,5387528,COCCOCCOCCOC,0
244,416487492,5387528,COCCOCCOCCOC,0
245,416487493,5387528,COCCOCCOCCOC,0
246,416487494,5387528,COCCOCCOCCOC,0
247,416487495,5387528,COCCOCCOCCOC,0
248,416487496,5387528,COCCOCCOCCOC,0
249,416487497,5387528,COCCOCCOCCOC,0
250,416487498,5387528,COCCOCCOCCOC,0
251,416487499,5387528,COCCOCCOCCOC,0
252,416487500,5387528,COCCOCCOCCOC,0
253,416487501,5387528,COCCOCCOCCOC,0
254,416487502,5387528,COCCOCCOCCOC,0
255,416487503,5387528,COCCOCCOCCOC,0
256,416487504,5387528,COCCOCCOCCOC,0
257,416487505,5387528,COCCOCCOCCOC,0
258,416487506,5387528,COCCOCCOCCOC,0
259,416487507,5387528,COCCOCCOCCOC,0
260,416487508,5387528,COCCOCCOCCOC,0
261,416487509,5387528,COCCOCCOCCOC,0
262,416487510,5387528,COCCOCCOCCOC,0
263,416487511,5387528,COCCOCCOCCOC,0
264,416487512,5387528,COCCOCCOCCOC,0
265,416487513,5387528,COCCOCCOCCOC,0
266,416487514,5387528,COCCOCCOCCOC,0
267,416487515,5387528,COCCOCCOCCOC,0
268,416487516,5387528,COCCOCCOCCOC,0
269,416487517,5387528,COCCOCCOCCOC,0
270,416487518,5387528,COCCOCCOCCOC,0
271,416487519,5387528,COCCOCCOCCOC,0
272,416487520,5387528,COCCOCCOCCOC,0
273,416487521,5387528,COCCOCCOCCOC,0
274,416487522,5387528,COCCOCCOCCOC,0
275,416487523,5387528,COCCOCCOCCOC,0
276,416487524,5387528,COCCOCCOCCOC,0
277,416487525,5387528,COCCOCCOCCOC,0
278,416487526,5387528,COCCOCCOCCOC,0
279,416487527,5387528,COCCOCCOCCOC,0
280,416487528,5387528,COCCOCCOCCOC,0
281,416487529,5387528,COCCOCCOCCOC,0
282,416487530,5387528,COCCOCCOCCOC,0
283,416487531,5387528,COCCOCCOCCOC,0
284,416487532,5387528,COCCOCCOCCOC,0
285,416487533,5387528,COCCOCCOCCOC,0
286,416487534,5387528,COCCOCCOCCOC,0
287,416487535,5387528,COCCOCCOCCOC,0
288,416487536,5387528,COCCOCCOCCOC,0
289,416487537,5387528,COCCOCCOCCOC,0
290,416487538,5387528,COCCOCCOCCOC,0
291,416487539,5387528,COCCOCCOCCOC,0
292,416487540,5387528,COCCOCCOCCOC,0
293,416487541,5387528,COCCOCCOCCOC,0
294,416487542,5387528,COCCOCCOCCOC,0
295,416487543,5387528,COCCOCCOCCOC,0
296,416487544,5387528,COCCOCCOCCOC,0
297,416487545,5387528,COCCOCCOCCOC,0
298,416487546,5387528,COCCOCCOCCOC,0
299,416487547,5387528,COCCOCCOCCOC,0
300,416487548,5387528,COCCOCCOCCOC,0
301,416487549,5387528,COCCOCCOCCOC,0
302,416487550,5387528,COCCOCCOCCOC,0
303,416487551,5387528,COCCOCCOCCOC,0
304,416487552,5387528,COCCOCCOCCOC,0
305,416487553,5387528,COCCOCCOCCOC,0
306,416487554,5387528,COCCOCCOCCOC,0
307,416487555,5387528,COCCOCCOCCOC,0
308,416487556,5387528,COCCOCCOCCOC,0
309,416487557,5387528,COCCOCCOCCOC,0
310,416487558,5387528,COCCOCCOCCOC,0
311,416487559,5387528,COCCOCCOCCOC,0
312,416487560,5387528,COCCOCCOCCOC,0
313,416487561,5387528,COCCOCCOCCOC,0
314,416487562,5387528,COCCOCCOCCOC,0
315,416487563,5387528,COCCOCCOCCOC,0
316,416487564,5387528,COCCOCCOCCOC,0
317,416487565,5387528,COCCOCCOCCOC,0
318,416487566,5387528,COCCOCCOCCOC,0
319,416487567,5387528,COCCOCCOCCOC,0
320,416487568,5387528,COCCOCCOCCOC,0
321,416487569,5387528,COCCOCCOCCOC,0
322,416487570,5387528,COCCOCCOCCOC,0
323,416487571,5387528,COCCOCCOCCOC,0
324,416487572,5387528,COCCOCCOCCOC,0
325,416487573,5387528,COCCOCCOCCOC,0
326,416487574,5387528,COCCOCCOCCOC,0
327,416487575,5387528,COCCOCCOCCOC,0
328,416487576,5387528,COCCOCCOCCOC,0
329,416487577,5387528,COCCOCCOCCOC,0
330,416487578,5387528,COCCOCCOCCOC,0
331,416487579,5387528,COCCOCCOCCOC,0
332,416487580,5387528,COCCOCCOCCOC,0
333,416487581,5387528,COCCOCCOCCOC,0
334,416487582,5387528,COCCOCCOCCOC,0
335,416487583,5387528,COCCOCCOCCOC,0
336,416487584,5387528,COCCOCCOCCOC,0
337,416487585,5387528,COCCOCCOCCOC,0
338,416487586,5387528,COCCOCCOCCOC,0
339,416487587,5387528,COCCOCCOCCOC,0
340,416487588,5387528,COCCOCCOCCOC,0
341,416487589,5387528,COCCOCCOCCOC,0
342,416487590,5387528,COCCOCCOCCOC,0
343,416487591,5387528,COCCOCCOCCOC,0
344,416487592,5387528,COCCOCCOCCOC,0
345,416487593,5387528,COCCOCCOCCOC,0
346,416487594,5387528,COCCOCCOCCOC,0
347,416487595,5387528,COCCOCCOCCOC,0
348,416487596,5387528,COCCOCCOCCOC,0
349,416487597,5387528,COCCOCCOCCOC,0
350,416487598,5387528,COCCOCCOCCOC,0
351,416487599,5387528,COCCOCCOCCOC,0
352,416487600,5387528,COCCOCCOCCOC,0
353,416487601,5387528,COCCOCCOCCOC,0
354,416487602,5387528,COCCOCCOCCOC,0
355,416487603,5387528,COCCOCCOCCOC,0
356,416487604,5387528,COCCOCCOCCOC,0
357,416487605,5387528,COCCOCCOCCOC,0
358,416487606,5387528,COCCOCCOCCOC,0
359,416487607,5387528,COCCOCCOCCOC,0
360,416487608,5387528,COCCOCCOCCOC,0
361,416487609,5387528,COCCOCCOCCOC,0
362,416487610,5387528,COCCOCCOCCOC,0
363,416487611,5387528,COCCOCCOCCOC,0
364,416487612,5387528,COCCOCCOCCOC,0
365,416487613,5387528,COCCOCCOCCOC,0
366,416487614,5387528,COCCOCCOCCOC,0
367,416487615,5387528,COCCOCCOCCOC,0
368,416487616,5387528,COCCOCCOCCOC,0
369,416487617,5387528,COCCOCCOCCOC,0
370,416487618,5387528,COCCOCCOCCOC,0
371,416487619,5387528,COCCOCCOCCOC,0
372,416487620,5387528,COCCOCCOCCOC,0
373,416487621,5387528,COCCOCCOCCOC,0
374,416487622,5387528,COCCOCCOCCOC,0
375,416487623,5387528,COCCOCCOCCOC,0
376,416487624,5387528,COCCOCCOCCOC,0
377,416487625,5387528,COCCOCCOCCOC,0
378,416487626,5387528,COCCOCCOCCOC,0
379,416487627,5387528,COCCOCCOCCOC,0
380,416487628,5387528,COCCOCCOCCOC,0
381,416487629,5387528,COCCOCCOCCOC,0
382,416487630,5387528,COCCOCCOCCOC,0
383,416487631,5387528,COCCOCCOCCOC,0
384,416487632,5387528,COCCOCCOCCOC,0
385,416487633,5387528,COCCOCCOCCOC,0
386,416487634,5387528,COCCOCCOCCOC,0
387,416487635,5387528,COCCOCCOCCOC,0
388,416487636,5387528,COCCOCCOCCOC,0
389,416487637,5387528,COCCOCCOCCOC,0
390,416487638,5387528,COCCOCCOCCOC,0
391,416487639,5387528,COCCOCCOCCOC,0
392,416487640,5387528,COCCOCCOCCOC,0
393,416487641,5387528,COCCOCCOCCOC,0
394,416487642,5387528,COCCOCCOCCOC,0
395,416487643,5387528,COCCOCCOCCOC,0
396,416487644,5387528,COCCOCCOCCOC,0
397,416487645,5387528,COCCOCCOCCOC,0
398,416487646,5387528,COCCOCCOCCOC,0
399,416487647,5387528,COCCOCCOCCOC,0
400,416487648,5387528,COCCOCCOCCOC,0
401,416487649,5387528,COCCOCCOCCOC,0
402,416487650,5387528,COCCOCCOCCOC,0
403,416487651,5387528,COCCOCCOCCOC,0
404,416487652,5387528,COCCOCCOCCOC,0
405,416487653,5387528,COCCOCCOCCOC,0
406,416487654,5387528,COCCOCCOCCOC,0
407,416487655,5387528,COCCOCCOCCOC,0
408,416487656,5387528,COCCOCCOCCOC,0
409,416487657,5387528,COCCOCCOCCOC,0
410,416487658,5387528,COCCOCCOCCOC,0
411,416487659,5387528,COCCOCCOCCOC,0
412,416487660,5387528,COCCOCCOCCOC,0
413,416487661,5387528,COCCOCCOCCOC,0
414,416487662,5387528,COCCOCCOCCOC,0
415,416487663,5387528,COCCOCCOCCOC,0
416,416487664,5387528,COCCOCCOCCOC,0
417,416487665,5387528,COCCOCCOCCOC,0
418,416487666,5387528,COCCOCCOCCOC,0
419,416487667,5387528,COCCOCCOCCOC,0
420,416487668,5387528,COCCOCCOCCOC,0
421,416487669,5387528,COCCOCCOCCOC,0
422,416487670,5387528,COCCOCCOCCOC,0
423,416487671,5387528,COCCOCCOCCOC,0
424,416487672,5387528,COCCOCCOCCOC,0
425,416487673,5387528,COCCOCCOCCOC,0
426,416487674,5387528,COCCOCCOCCOC,0
427,416487675,5387528,COCCOCCOCCOC,0
428,416487676,5387528,COCCOCCOCCOC,0
429,416487677,5387528,COCCOCCOCCOC,0
430,416487678,5387528,COCCOCCOCCOC,0
431,416487679,5387528,COCCOCCOCCOC,0
432,416487680,5387528,COCCOCCOCCOC,0
433,416487681,5387528,COCCOCCOCCOC,0
434,416487682,5387528,COCCOCCOCCOC,0
435,416487683,5387528,COCCOCCOCCOC,0
436,416487684,5387528,COCCOCCOCCOC,0
437,416487685,5387528,COCCOCCOCCOC,0
438,416487686,5387528,COCCOCCOCCOC,0
439,416487687,5387528,COCCOCCOCCOC,0
440,416487688,5387528,COCCOCCOCCOC,0
441,416487689,5387528,COCCOCCOCCOC,0
442,416487690,5387528,COCCOCCOCCOC,0
443,416487691,5387528,COCCOCCOCCOC,0
444,416487692,5387528,COCCOCCOCCOC,0
445,416487693,5387528,COCCOCCOCCOC,0
446,416487694,5387528,COCCOCCOCCOC,0
447,416487695,5387528,COCCOCCOCCOC,0
448,416487696,5387528,COCCOCCOCCOC,0
449,416487697,5387528,COCCOCCOCCOC,0
450,416487698,5387528,COCCOCCOCCOC,0
451,416487699,5387528,COCCOCCOCCOC,0
452,416487700,5387528,COCCOCCOCCOC,0
453,416487701,5387528,COCCOCCOCCOC,0
454,416487702,5387528,COCCOCCOCCOC,0
455,416487703,5387528,COCCOCCOCCOC,0
456,416487704,5387528,COCCOCCOCCOC,0
457,416487705,5387528,COCCOCCOCCOC,0
458,416487706,5387528,COCCOCCOCCOC,0
459,416487707,5387528,COCCOCCOCCOC,0
460,416487708,5387528,COCCOCCOCCOC,0
461,416487709,5387528,COCCOCCOCCOC,0
462,416487710,5387528,COCCOCCOCCOC,0
463,416487711,5387528,COCCOCCOCCOC,0
464,416487712,5387528,COCCOCCOCCOC,0
465,416487713,5387528,COCCOCCOCCOC,0
466,416487714,5387528,COCCOCCOCCOC,0
467,416487715,5387528,COCCOCCOCCOC,0
468,416487716,5387528,COCCOCCOCCOC,0
469,416487717,5387528,COCCOCCOCCOC,0
470,416487718,5387528,COCCOCCOCCOC,0
471,416487719,5387528,COCCOCCOCCOC,0
472,416487720,5387528,COCCOCCOCCOC,0
473,416487721,5387528,COCCOCCOCCOC,0
474,416487722,5387528,COCCOCCOCCOC,0
475,416487723,5387528,COCCOCCOCCOC,0
476,416487724,5387528,COCCOCCOCCOC,0
477,416487725,5387528,COCCOCCOCCOC,0
478,416487726,5387528,COCCOCCOCCOC,0
479,416487727,5387528,COCCOCCOCCOC,0
480,416487728,5387528,COCCOCCOCCOC,0
481,416487729,5387528,COCCOCCOCCOC,0
482,416487730,5387528,COCCOCCOCCOC,0
483,416487731,5387528,COCCOCCOCCOC,0
484,416487732,5387528,COCCOCCOCCOC,0
485,416487733,5387528,COCCOCCOCCOC,0
486,416487734,5387528,COCCOCCOCCOC,0
487,416487735,5387528,COCCOCCOCCOC,0
488,416487736,5387528,COCCOCCOCCOC,0
489,416487737,5387528,COCCOCCOCCOC,0
490,416487738,5387528,COCCOCCOCCOC,0
491,416487739,5387528,COCCOCCOCCOC,0
492,416487740,5387528,COCCOCCOCCOC,0
493,416487741,5387528,COCCOCCOCCOC,0
494,416487742,5387528,COCCOCCOCCOC,0
495,416487743,5387528,COCCOCCOCCOC,0
496,416487744,5387528,COCCOCCOCCOC,0
497,416487745,5387528,COCCOCCOCCOC,0
498,416487746,5387528,COCCOCCOCCOC,0
499,416487747,5387528,COCCOCCOCCOC,0
500,416487748,5387528,COCCOCCOCCOC,0
501,416487749,5387528,COCCOCCOCCOC,0
502,416487750,5387528,COCCOCCOCCOC,0
503,416487751,5387528,COCCOCCOCCOC,0
504,416487752,5387528,COCCOCCOCCOC,0
505,416487753,5387528,COCCOCCOCCOC,0
506,416487754,5387528,COCCOCCOCCOC,0
507,416487755,5387528,COCCOCCOCCOC,0
508,416487756,5387528,COCCOCCOCCOC,0
509,416487757,5387528,COCCOCCOCCOC,0
510,416487758,5387528,COCCOCCOCCOC,0
511,416487759,5387528,COCCOCCOCCOC,0
512,416487760,5387528,COCCOCCOCCOC,0
513,416487761,5387528,COCCOCCOCCOC,0
514,416487762,5387528,COCCOCCOCCOC,0
515,416487763,5387528,COCCOCCOCCOC,0
516,416487764,5387528,COCCOCCOCCOC,0
517,416487765,5387528,COCCOCCOCCOC,0
518,416487766,5387528,COCCOCCOCCOC,0
519,416487767,5387528,COCCOCCOCCOC,0
520,416487768,5387528,COCCOCCOCCOC,0
521,416487769,5387528,COCCOCCOCCOC,0
522,416487770,5387528,COCCOCCOCCOC,0
523,416487771,5387528,COCCOCCOCCOC,0
524,416487772,5387528,COCCOCCOCCOC,0
525,416487773,5387528,COCCOCCOCCOC,0
526,416487774,5387528,COCCOCCOCCOC,0
527,416487775,5387528,COCCOCCOCCOC,0
528,416487776,5387528,COCCOCCOCCOC,0
529,416487777,5387528,COCCOCCOCCOC,0
530,416487778,5387528,COCCOCCOCCOC,0
531,416487779,5387528,COCCOCCOCCOC,0
532,416487780,5387528,COCCOCCOCCOC,0
533,416487781,5387528,COCCOCCOCCOC,0
534,416487782,5387528,COCCOCCOCCOC,0
535,416487783,5387528,COCCOCCOCCOC,0
536,416487784,5387528,COCCOCCOCCOC,0
537,416487785,5387528,COCCOCCOCCOC,0
538,416487786,5387528,COCCOCCOCCOC,0
539,416487787,5387528,COCCOCCOCCOC,0
540,416487788,5387528,COCCOCCOCCOC,0
541,416487789,5387528,COCCOCCOCCOC,0
542,416487790,5387528,COCCOCCOCCOC,0
543,416487791,5387528,COCCOCCOCCOC,0
544,416487792,5387528,COCCOCCOCCOC,0
545,416487793,5387528,COCCOCCOCCOC,0
546,416487794,5387528,COCCOCCOCCOC,0
547,416487795,5387528,COCCOCCOCCOC,0
548,416487796,5387528,COCCOCCOCCOC,0
549,416487797,5387528,COCCOCCOCCOC,0
550,416487798,5387528,COCCOCCOCCOC,0
551,416487799,5387528,COCCOCCOCCOC,0
552,416487800,5387528,COCCOCCOCCOC,0
553,416487801,5387528,COCCOCCOCCOC,0
554,416487802,5387528,COCCOCCOCCOC,0
555,416487803,5387528,COCCOCCOCCOC,0
556,416487804,5387528,COCCOCCOCCOC,0
557,416487805,5387528,COCCOCCOCCOC,0
558,416487806,5387528,COCCOCCOCCOC,0
559,416487807,5387528,COCCOCCOCCOC,0
560,416487808,5387528,COCCOCCOCCOC,0
561,416487809,5387528,COCCOCCOCCOC,0
562,416487810,5387528,COCCOCCOCCOC,0
563,416487811,5387528,COCCOCCOCCOC,0
564,416487812,5387528,COCCOCCOCCOC,0
565,416487813,5387528,COCCOCCOCCOC,0
566,416487814,5387528,COCCOCCOCCOC,0
567,416487815,5387528,COCCOCCOCCOC,0
568,416487816,5387528,COCCOCCOCCOC,0
569,416487817,5387528,COCCOCCOCCOC,0
570,416487818,5387528,COCCOCCOCCOC,0
571,416487819,5387528,COCCOCCOCCOC,0
572,416487820,5387528,COCCOCCOCCOC,0
573,416487821,5387528,COCCOCCOCCOC,0
574,416487822,5387528,COCCOCCOCCOC,0
575,416487823,5387528,COCCOCCOCCOC,0
576,416487824,5387528,COCCOCCOCCOC,0
577,416487825,5387528,COCCOCCOCCOC,0
578,416487826,5387528,COCCOCCOCCOC,0
579,416487827,5387528,COCCOCCOCCOC,0
580,416487828,5387528,COCCOCCOCCOC,0
